	standard_concept_name
18336	aspirin 81 MG Chewable Tablet [St. Joseph Aspirin]
18337	betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion [Lotrisone]
18338	acetaminophen 500 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Endocet]
18339	cholecalciferol 0.1 MG Oral Capsule
18340	isosorbide mononitrate 10 MG Oral Tablet [Monoket]
18341	50 ML dibasic potassium phosphate 236 MG/ML / monobasic potassium phosphate 224 MG/ML Injection
18342	quetiapine 25 MG [Seroquel]
18343	ascorbic acid 500 MG
18344	finasteride 1 MG [Propecia]
18345	oxymorphone hydrochloride 10 MG [Opana]
18346	hydromorphone hydrochloride 2 MG/ML Prefilled Syringe [Dilaudid]
18347	24 HR diltiazem hydrochloride 360 MG Extended Release Oral Tablet [Cardizem]
18348	thiothixene 1 MG Oral Capsule
18349	phenytoin sodium 300 MG
18350	aliskiren 300 MG / hydrochlorothiazide 12.5 MG Oral Tablet
18351	lansoprazole Oral Suspension
18352	24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule [Dilt]
18353	dipyridamole 75 MG Oral Tablet [Persantine]
18354	ketoconazole 20 MG/ML Topical Foam [Ketodan]
18355	calcium carbonate 80 MG/ML Oral Suspension
18356	fentanyl 0.3 MG Oral Lozenge
18357	sodium monofluorophosphate 0.0076 MG/MG Toothpaste
18358	erythromycin estolate 250 MG Chewable Tablet
18359	pramoxine hydrochloride 0.01 MG/MG Topical Gel
18360	docusate sodium 100 MG / ferrous fumarate 150 MG Extended Release Oral Tablet
18361	pseudoephedrine hydrochloride 15 MG [Sudafed]
18362	amitriptyline hydrochloride 25 MG / perphenazine 4 MG Oral Tablet
18363	caffeine 1 MG
18364	idebenone
18365	60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT Dry Powder Inhaler
18366	indomethacin 25 MG Oral Capsule [Indocid]
18367	guaifenesin 200 MG / phenylpropanolamine 75 MG Extended Release Oral Tablet
18368	oxybutynin chloride 5 MG Oral Tablet [Urimin]
18369	hydrochlorothiazide 50 MG / propranolol hydrochloride 80 MG Extended Release Oral Capsule
18370	brompheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 10 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
18371	fluoxetine 40 MG Oral Capsule
18372	topiramate 50 MG Oral Tablet [Topamax]
18373	canagliflozin 100 MG Oral Tablet
18374	zolpidem tartrate 5 MG Oral Tablet [Ambien]
18375	pramipexole dihydrochloride 1.5 MG Oral Tablet
18376	pravastatin sodium 40 MG Oral Tablet [Pravachol]
18377	progesterone 50 MG/ML Injectable Solution
18378	glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 2.25 MG/ML Injection
18379	dibucaine 0.01 MG/MG Rectal Ointment
18380	60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler
18381	pentobarbital sodium 60 MG Rectal Suppository
18382	cholecalciferol 0.1 MG Oral Tablet
18383	fructooligosaccharide 200 MG / Lactobacillus acidophilus 1000000000 UNT Chewable Tablet
18384	0.8 ML fondaparinux sodium 12.5 MG/ML Prefilled Syringe [Arixtra]
18385	24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Cardizem]
18386	hydrocortisone butyrate 1 MG/ML Topical Solution
18387	pancuronium
18388	isoproterenol
18389	folic acid 1 MG / polysaccharide iron complex 150 MG / vitamin B12 0.025 MG Oral Capsule
18390	quinidine gluconate 324 MG Extended Release Oral Tablet
18391	calcium acetate 667 MG Oral Tablet [Eliphos]
18392	coal tar 20 MG/ML / lactic acid 50 MG/ML / salicylic acid 30 MG/ML Topical Lotion
18393	cyclobenzaprine hydrochloride 10 MG
18394	flecainide acetate 100 MG [Tambocor]
18395	verapamil hydrochloride 180 MG Extended Release Oral Tablet [Isoptin]
18396	olanzapine 5 MG
18397	albuterol 0.4 MG/ML Oral Solution [Proventil]
18398	bacitracin 0.4 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment
18399	guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
18400	rosuvastatin calcium 5 MG
18401	promazine 50 MG Oral Tablet [Sparine]
18402	hydrocodone bitartrate 10 MG / ibuprofen 200 MG Oral Tablet [Xylon]
18403	influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.09 MG/ML / influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML Injectable Solution
18404	methylprednisolone 32 MG [Medrol]
18405	lidocaine 0.025 MG/MG / prilocaine 0.025 MG/MG [EMLA]
18406	capsaicin 1.5 MG/ML Topical Solution
18407	hydrocodone bitartrate 15 MG Extended Release Oral Capsule [Zohydro]
18408	sumatriptan 12 MG/ML [Imitrex]
18409	{42 (doxycycline hyclate 100 MG Oral Tablet) } Pack
18410	capsaicin 0.000325 MG/MG / lidocaine hydrochloride 0.04 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.275 MG/MG Topical Ointment [LidoPro]
18411	tramadol hydrochloride 50 MG Oral Tablet
18412	travoprost 0.04 MG/ML Ophthalmic Solution
18413	acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule
18414	lansoprazole
18415	levofloxacin 250 MG Injectable Solution
18416	hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet [Zestoretic]
18417	10 ML methylene blue 10 MG/ML Injection
18418	homatropine hydrobromide 50 MG/ML Ophthalmic Solution
18419	triamterene 50 MG Oral Capsule [Dyrenium]
18420	betamethasone 1 MG/ML Topical Lotion
18421	24 HR trandolapril 4 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka]
18422	furosemide 40 MG Oral Tablet [Lo-Aqua]
18423	diphenhydramine tannate 25 MG Chewable Tablet
18424	0.75 ML semaglutide 3.2 MG/ML Auto-Injector
18425	24 HR amantadine 258 MG Extended Release Oral Tablet
18426	ramipril 1.25 MG Oral Capsule [Altace]
18427	clobetasol propionate 0.5 MG/ML Medicated Shampoo [Clobex]
18428	methscopolamine bromide 2.5 MG Oral Tablet
18429	enoxaparin sodium 100 MG/ML [Lovenox]
18430	ketoprofen 75 MG
18431	zolpidem tartrate 10 MG
18432	aspirin 80 MG
18433	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
18434	furosemide 10 MG/ML
18435	trazodone hydrochloride 50 MG [Desyrel]
18436	aurothioglucose 50 MG/ML [Solganal]
18437	penicillin V potassium 500 MG Oral Tablet [Beepen-VK]
18438	terazosin 10 MG Oral Tablet
18439	1 ML alprostadil 0.02 MG/ML Cartridge [Edex]
18440	atazanavir 300 MG / cobicistat 150 MG Oral Tablet
18441	glucose 250 MG/ML
18442	morphine sulfate 10 MG Disintegrating Oral Tablet
18443	cysteine 3.5 MG/ML / inositol 8.3 MG/ML / methionine 8.3 MG/ML / sodium propionate 5 MG/ML / urea 83.4 MG/ML Vaginal Cream [Amino-Cerv]
18444	baclofen 5 MG
18445	1 ML meperidine hydrochloride 50 MG/ML Prefilled Syringe [Demerol]
18446	24 HR alprazolam 3 MG Extended Release Oral Tablet [Xanax]
18447	prednicarbate 1 MG/ML Topical Cream [Dermatop]
18448	cenobamate 50 MG Oral Tablet [Xcopri]
18449	doxylamine succinate 7.5 MG / phenylephrine hydrochloride 10 MG Oral Tablet
18450	tobramycin 1.6 MG/ML Injectable Solution
18451	metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet [PrandiMet]
18452	sodium fluoride 0.0025 MG/MG Toothpaste
18453	zinc oxide 0.3 MG/MG Topical Ointment
18454	cyproheptadine 0.4 MG/ML
18455	calcium chloride 0.005 MEQ/ML / glucose 50 MG/ML / magnesium chloride 0.00148 MEQ/ML / potassium chloride 0.016 MEQ/ML / sodium acetate 0.0118 MEQ/ML / sodium chloride 0.016 MEQ/ML / sodium lactate 0.0123 MEQ/ML Injectable Solution [Plasma-Lyte M in 5...
18456	diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Haemophilus capsular oligosaccharide 0.02 MG/ML Injectable Suspension [HibTITER]
18457	pregabalin 50 MG
18458	acetaminophen 500 MG Oral Tablet [Fanalgic]
18459	desipramine dibudinate 30 MG
18460	chondroitin sulfates 400 MG / glucosamine 500 MG / methylsulfonylmethane 125 MG Oral Tablet
18461	meprobamate 200 MG Oral Tablet [Miltown]
18462	brompheniramine tannate 1.6 MG/ML / dextromethorphan tannate 12 MG/ML / pseudoephedrine tannate 18 MG/ML Extended Release Suspension
18463	lactic acid 20 MG/ML / urea 100 MG/ML Topical Lotion [U-Lactin]
18464	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Baltussin HC]
18465	acetaminophen 325 MG / aspirin 500 MG Oral Powder
18466	fenofibrate 120 MG Oral Tablet
18467	12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa]
18468	cefazolin 1000 MG Injection
18469	miconazole nitrate 0.02 MG/MG Topical Ointment
18470	7 ACTUAT umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler
18471	BX Rating 24 HR methylphenidate hydrochloride 54 MG Extended Release Oral Tablet
18472	magnesium hydroxide 240 MG/ML Oral Suspension
18473	tolnaftate 0.01 MG/MG Topical Powder
18474	albuterol 0.83 MG/ML Inhalation Solution [Ventolin]
18475	hydrocortisone 0.01 MG/MG Topical Ointment [Aquaphor Itch Relief]
18476	misoprostol 0.1 MG Oral Tablet [Cytotec]
18477	xylometazoline 0.5 MG/ML Nasal Spray
18478	buprenorphine 0.6 MG Buccal Film
18479	28 ACTUAT olodaterol 0.0025 MG/ACTUAT / tiotropium 0.0025 MG/ACTUAT Inhalation Spray
18480	dorzolamide 20 MG/ML Ophthalmic Solution [Trusopt]
18481	amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet
18482	Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine
18483	1 ML promethazine hydrochloride 50 MG/ML Injection [Phenergan]
18484	quetiapine 100 MG [Seroquel]
18485	atenolol 25 MG [Tenormin]
18486	bupivacaine liposome 13.3 MG/ML Injection [Exparel]
18487	1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 2 MG/ML Injection
18488	ciclesonide 0.037 MG/ACTUAT Metered Dose Nasal Spray [Zetonna]
18489	eprosartan 400 MG Oral Tablet
18490	zolpidem tartrate 5 MG Sublingual Tablet
18491	dexrazoxane Injection
18492	ketoconazole 200 MG [Nizoral]
18493	estradiol 1.5 MG Oral Tablet
18494	tubocurarine 3 MG/ML Injectable Solution
18495	24 HR lovastatin 20 MG Extended Release Oral Tablet [Altoprev]
18496	calcium chloride 0.002 MEQ/ML / glucose 50 MG/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Injectable Solution
18497	erythromycin 333 MG [Ery-Tab]
18498	mesalamine 500 MG [Asacol]
18499	bisacodyl 5 MG
18500	cefadroxil Oral Tablet
18501	calcium carbonate 30 MG
18502	grepafloxacin 600 MG Oral Tablet
18503	rosuvastatin calcium 40 MG Oral Tablet
18504	lisinopril 40 MG Oral Tablet
18505	metronidazole 0.0075 MG/MG Vaginal Gel
18506	ropinirole 1 MG Oral Tablet
18507	sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet [Bactrim]
18508	metronidazole 7.5 MG/ML Topical Cream
18509	ondansetron 4 MG Disintegrating Oral Tablet [Zofran]
18510	14 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]
18511	sodium oxybate 500 MG/ML Oral Solution [Xyrem]
18512	sevelamer
18513	hydrocortisone 20 MG/ML Topical Lotion [Ala-Scalp]
18514	magnesium sulfate 225 MG / potassium chloride 188 MG / sodium sulfate 1479 MG Oral Tablet
18515	3 ML insulin, regular, human 100 UNT/ML Pen Injector [Novolin R]
18516	50 ML gentamicin 1.2 MG/ML Injection
18517	Salmonella typhi Ty21a live antigen 2000000000 UNT Delayed Release Oral Capsule [Vivotif]
18518	Twice-Daily diclofenac epolamine 0.013 MG/MG Medicated Patch [Flector]
18519	cholecalciferol 0.325 MG Oral Capsule [Maximum D3]
18520	100 ML ropivacaine hydrochloride 5 MG/ML Injection
18521	methsuximide
18522	10 ML bupivacaine liposome 13.3 MG/ML Injection
18523	iloperidone 4 MG Oral Tablet [Fanapt]
18524	gramicidin
18525	tipiracil 6.14 MG / trifluridine 15 MG Oral Tablet [Lonsurf]
18526	norfloxacin 400 MG Oral Tablet [Noroxin]
18527	3 ML caffeine citrate 20 MG/ML Injection [Cafcit]
18528	phenylephrine hydrochloride 2.5 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream
18529	erythromycin 20 MG/ML Topical Solution [Eryderm]
18530	griseofulvin 25 MG/ML Oral Suspension
18531	cholecalciferol 0.01 MG / vitamin A 700 UNT Oral Capsule
18532	erythromycin estolate 50 MG/ML Oral Suspension
18533	haloperidol 1.5 MG
18534	reteplase 10 UNT Injection
18535	aldosterone
18536	caffeine 100 MG / ergotamine tartrate 2 MG [Cafergot]
18537	potassium bicarbonate 2000 MG
18538	chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 2 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution
18539	pantoprazole 2 MG/ML Oral Solution
18540	loratadine 1 MG/ML Oral Solution [Clear-Atadine]
18541	benzoyl peroxide 80 MG/ML Medicated Liquid Soap [Lavoclen]
18542	potassium chloride 500 MG
18543	codeine phosphate 10 MG / guaifenesin 300 MG Oral Tablet [Brontex]
18544	buprenorphine 4.2 MG / naloxone 0.7 MG Buccal Film
18545	codeine phosphate 9 MG / guaifenesin 200 MG Oral Capsule
18546	methylphenidate hydrochloride 30 MG
18547	diazepam 50 MG/ML Nasal Spray
18548	oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Duramist Plus]
18549	methylphenidate hydrochloride 36 MG
18550	clemastine fumarate 1.34 MG / phenylpropanolamine hydrochloride 75 MG Oral Tablet
18551	rabeprazole sodium 20 MG Delayed Release Oral Tablet
18552	sildenafil 50 MG Oral Tablet [Viagra]
18553	nepafenac 3 MG/ML Ophthalmic Suspension
18554	ondansetron 8 MG Disintegrating Oral Tablet [Zofran]
18555	gentamicin 0.003 MG/MG Ophthalmic Ointment
18556	fosfomycin
18557	theophylline 200 MG Extended Release Oral Tablet [T-Phyl]
18558	candesartan cilexetil 32 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT]
18559	warfarin sodium 2.5 MG [Coumadin]
18560	aripiprazole 5 MG [Abilify]
18561	diltiazem hydrochloride 5 MG/ML [Cardizem]
18562	8 HR chlorpheniramine maleate 8 MG Extended Release Oral Tablet
18563	urea 500 MG/ML Topical Cream
18564	clotrimazole 10 MG/ML Topical Solution [Mycelex]
18565	ceftazidime 500 MG
18566	24 HR pramipexole dihydrochloride 3.75 MG Extended Release Oral Tablet
18567	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Codiclear DH]
18568	furosemide 40 MG Oral Tablet [Rusyde]
18569	imiquimod 37.5 MG/ML Topical Cream [Zyclara]
18570	ketoconazole 200 MG Oral Tablet [Feoris]
18571	tolnaftate 10 MG/ML Topical Cream [Tolcylen]
18572	ceftaroline fosamil
18573	cefpodoxime 200 MG [Vantin]
18574	salsalate 750 MG [Disalcid]
18575	morphine sulfate 60 MG Extended Release Oral Capsule [Avinza]
18576	24 HR morphine sulfate 45 MG Extended Release Oral Capsule [Avinza]
18577	20 ML morphine sulfate 10 MG/ML Injection
18578	famotidine 10 MG
18579	potassium iodide 65 MG Oral Tablet
18580	natamycin 50 MG/ML Ophthalmic Suspension
18581	alprostadil 0.5 MG Urethral Suppository [Muse]
18582	glucarpidase 1000 UNT Injection
18583	Sensor 60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo]
18584	pemoline 75 MG [Cylert]
18585	spironolactone 75 MG
18586	10 ML ropivacaine hydrochloride 2 MG/ML Prefilled Syringe
18587	citric acid 66 MG/ML / gluconolactone 1.98 MG/ML / magnesium carbonate 33.8 MG/ML Irrigation Solution [Renacidin]
18588	sodium salicylate 100 MG
18589	12 HR brompheniramine maleate 11 MG Extended Release Oral Tablet [Respa-BR]
18590	verapamil 160 MG
18591	alprostadil 0.02 MG/ML Cartridge [Edex]
18592	tolnaftate 0.01 MG/MG Topical Powder [Absorbine Jr. Antifungal]
18593	gabapentin 800 MG Oral Tablet
18594	sulfamethoxazole 400 MG / trimethoprim 80 MG Oral Tablet
18595	acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet [Percocet]
18596	haloperidol Injection
18597	levofloxacin 750 MG Oral Tablet [Levaquin]
18598	100 ML levetiracetam 15 MG/ML Injection
18599	insulin lispro 50 UNT/ML / insulin lispro protamine, human 50 UNT/ML Injectable Suspension
18600	acebutolol 200 MG Oral Capsule
18601	neostigmine methylsulfate 1 MG/ML Injectable Solution [Bloxiverz]
18602	clonidine hydrochloride 0.3 MG Oral Tablet [Catapres]
18603	500 ML albumin human, USP 50 MG/ML Injection
18604	propofol 10 MG/ML Injectable Suspension [Rapinovet]
18605	sennosides, USP Oral Tablet [Senna Soft]
18606	eslicarbazepine acetate 600 MG Oral Tablet
18607	1 ML meperidine hydrochloride 100 MG/ML Cartridge
18608	3 ML insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Pen Injector
18609	1 ML ketorolac tromethamine 15 MG/ML Prefilled Syringe
18610	methylphenidate hydrochloride 18 MG [Concerta]
18611	benzonatate 100 MG
18612	amoxicillin 250 MG / clavulanate 62.5 MG [Augmentin]
18613	benzocaine 15 MG / menthol 10 MG Oral Lozenge
18614	{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (inert ingredients 1 MG Oral Tablet) } Pack [N...
18615	hydrocortisone 0.01 MG/MG Rectal Ointment [Hemorrodil Plus]
18616	clindamycin 20 MG/ML Vaginal Cream [Clindamax]
18617	dipyridamole 50 MG Oral Tablet [Persantine]
18618	zinc oxide 0.038 MG/MG Topical Ointment
18619	morphine Injection
18620	calcium carbonate 250 MG/ML / cholecalciferol 80 UNT/ML Oral Solution
18621	magnesium hydroxide 311 MG Chewable Tablet [Phillips Milk of Magnesia]
18622	brolucizumab
18623	ciprofloxacin 60 MG/ML Otic Suspension
18624	oxazepam 15 MG [Serax]
18625	sulfabenzamide 37 MG/ML / sulfacetamide sodium 28.6 MG/ML / sulfathiazole 34.2 MG/ML Vaginal Cream [Sultrin Triple Sulfa]
18626	aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1916 MG Effervescent Oral Tablet [Alka-Seltzer]
18627	aspirin 1000 MG / caffeine 65 MG Oral Powder
18628	dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
18629	acetaminophen 500 MG / diphenhydramine hydrochloride 12.5 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet
18630	droperidol Injection
18631	Sensor 200 ACTUAT albuterol 0.09 MG/ACTUAT Dry Powder Inhaler
18632	diphenhydramine hydrochloride 25 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
18633	Vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML Oral Suspension [Vaxchora]
18634	pregabalin 225 MG [Lyrica]
18635	homatropine methylbromide 1.5 MG / hydrocodone bitartrate 5 MG [Hycodan]
18636	oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Qlearquil Nasal Decongestant]
18637	diclofenac sodium 50 MG Extended Release Oral Tablet
18638	benzethonium chloride 1.3 MG/ML Medicated Liquid Soap
18639	{2 (iloperidone 1 MG Oral Tablet [Fanapt]) / 2 (iloperidone 2 MG Oral Tablet [Fanapt]) / 2 (iloperidone 4 MG Oral Tablet [Fanapt]) / 2 (iloperidone 6 MG Oral Tablet [Fanapt]) } Pack [Fanapt Titration Pack]
18640	melatonin 2.5 MG / pyridoxine hydrochloride 10 MG Extended Release Oral Tablet [Melatonex]
18641	camphor 0.031 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.15 MG/MG Topical Gel
18642	phenazopyridine hydrochloride 200 MG Oral Tablet
18643	amlodipine 2.5 MG Oral Tablet
18644	milrinone
18645	piperacillin / tazobactam Injectable Solution
18646	150 ML levofloxacin 5 MG/ML Injection
18647	1 ML glycopyrrolate 0.2 MG/ML Injection
18648	capsaicin 0.75 MG/ML Topical Cream
18649	ubrogepant 50 MG Oral Tablet [Ubrelvy]
18650	50 ML clindamycin 18 MG/ML Injection [Cleocin]
18651	24 HR diltiazem hydrochloride 360 MG Extended Release Oral Capsule [Cardizem]
18652	olanzapine 300 MG Injection [Zyprexa]
18653	Rimegepant
18654	prednisone 1 MG Oral Tablet [Orasone]
18655	zinc oxide 0.2 MG/MG Paste
18656	codeine phosphate 9 MG / guaifenesin 200 MG Oral Capsule [M-Clear WC]
18657	amcinonide
18658	canagliflozin 300 MG Oral Tablet
18659	divalproex sodium 250 MG Extended Release Oral Tablet
18660	citric acid / potassium bicarbonate Oral Tablet
18661	methylprednisolone 125 MG Injection [A-MethaPred]
18662	1 ML rabies virus vaccine flury-lep strain 2.5 UNT/ML Injection [RabAvert]
18663	spironolactone 100 MG Oral Tablet [Aldactone]
18664	bupropion hydrochloride 200 MG Extended Release Oral Tablet
18665	magnesium oxide 600 MG / pyridoxine hydrochloride 25 MG Oral Tablet [Beelith]
18666	cefazolin 250 MG/ML
18667	nitroglycerin 0.2 MG/HR Transdermal System
18668	labetalol hydrochloride 200 MG
18669	melatonin 5 MG / vitamin B6 1 MG Oral Tablet
18670	Sprinkle 24 HR topiramate 150 MG Extended Release Oral Capsule [Qudexy]
18671	isotretinoin 20 MG [Accutane]
18672	ibuprofen 200 MG Oral Tablet [Ibuprohm]
18673	Penicillin G 2400000 UNT Injectable Suspension
18674	hydrocortisone Topical Lotion [Balneol Cleanser]
18675	pseudoephedrine hydrochloride 30 MG Oral Tablet [Pseudo-gest]
18676	butoconazole nitrate 20 MG/ML Vaginal Cream [Femstat Prefill]
18677	estradiol 2.5 MG/ML Topical Lotion [Estrasorb]
18678	inositol 500 MG
18679	levetiracetam 750 MG Tablet for Oral Suspension
18680	perampanel 0.5 MG/ML Oral Suspension
18681	lisdexamfetamine dimesylate 40 MG Chewable Tablet [Vyvanse]
18682	12 HR albuterol 8 MG Extended Release Oral Tablet
18683	capsaicin 0.000375 MG/MG / lidocaine 0.01 MG/MG / menthol 0.05 MG/MG Medicated Patch [Silvera]
18684	triamcinolone acetonide 40 MG/ML Injectable Suspension [Trilone]
18685	ibuprofen 200 MG Oral Tablet [Inoven]
18686	flunisolide 0.025 MG/ACTUAT Metered Dose Nasal Spray
18687	buspirone hydrochloride 5 MG Oral Tablet
18688	prochlorperazine
18689	dinoprostone 20 MG Vaginal Insert
18690	24 HR rotigotine 0.167 MG/HR Transdermal System
18691	120 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]
18692	sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Lotion
18693	alprostadil 0.5 MG Urethral Suppository
18694	amoxapine 50 MG Oral Tablet
18695	1 ML benralizumab 30 MG/ML Auto-Injector [Fasenra]
18696	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasoflow]
18697	lamotrigine 200 MG Oral Tablet [Subvenite]
18698	nabumetone 500 MG Oral Tablet [Relafen]
18699	clarithromycin 250 MG Oral Tablet [Biaxin]
18700	calcium carbonate 1625 MG / cholecalciferol 0.0125 MG / vitamin K 0.04 MG Chewable Tablet [Viactiv Calcium Plus D]
18701	hypromellose 2 MG/ML Ophthalmic Solution [GenTeal]
18702	clocortolone 1 MG/ML Topical Cream [Cloderm]
18703	10 ML sodium bicarbonate 0.5 MEQ/ML Prefilled Syringe
18704	mesalamine 250 MG Extended Release Oral Tablet [Pentasa]
18705	bupropion hydrochloride 100 MG
18706	acyclovir 0.05 MG/MG [Zovirax]
18707	famotidine 20 MG
18708	acetaminophen 325 MG / tramadol hydrochloride 37.5 MG [Ultracet]
18709	sulfacetamide sodium 90 MG/ML / sulfur 45 MG/ML Topical Solution
18710	benzalkonium chloride 1.3 MG/ML Medicated Pad
18711	lisdexamfetamine dimesylate 50 MG Chewable Tablet [Vyvanse]
18712	ascorbic acid 30 MG / cholecalciferol 1000 UNT / cuprous oxide 2 MG / folic acid 1 MG / magnesium oxide 20 MG / niacin 15 MG / polysaccharide iron complex 29 MG / potassium iodide 0.15 MG / pyridoxine hydrochloride 2.5 MG / riboflavin 1.8 MG / thiamine...
18713	cephalexin 333 MG Oral Capsule
18714	glucosamine 1000 MG Oral Tablet
18715	desloratadine 5 MG Disintegrating Oral Tablet [Clarinex]
18716	sulfamethoxazole 400 MG / trimethoprim 80 MG [Bactrim]
18717	trifluoperazine 10 MG Oral Tablet
18718	solriamfetol 150 MG Oral Tablet
18719	oxiconazole 10 MG/ML Topical Lotion [Oxistat]
18720	promethazine hydrochloride 12.5 MG
18721	metronidazole 100 MG
18722	phenobarbital 120 MG/ML
18723	timolol 0.0025 MG/MG Ophthalmic Gel [Timoptic]
18724	granisetron 1 MG [Kytril]
18725	{3 (0.2 ML) (esketamine 140 MG/ML Nasal Spray) } Pack
18726	calcium carbonate 300 MG
18727	methylphenidate hydrochloride 2 MG/ML Oral Solution
18728	dexamethasone sodium phosphate 4 MG/ML Injectable Solution [Decadron]
18729	potassium gluconate 2 MEQ Oral Tablet [Tumil-K]
18730	aspirin 75 MG
18731	aluminum hydroxide 45 MG/ML / magnesium hydroxide 40 MG/ML Oral Suspension [Maalox]
18732	isosorbide dinitrate 20 MG Oral Tablet [Sorbitrate]
18733	acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Genace brand of acetaminophen/aspirin/caffeine]
18734	acetaminophen 120 MG Rectal Suppository [Mapap]
18735	guaifenesin 20 MG/ML
18736	potassium citrate 5 MEQ Extended Release Oral Tablet
18737	ascorbic acid 100 MG Oral Tablet
18738	desloratadine 5 MG Oral Tablet
18739	gemfibrozil 600 MG Oral Tablet [Lopid]
18740	olanzapine 5 MG Disintegrating Oral Tablet
18741	72 HR fentanyl 0.05 MG/HR Transdermal System
18742	doxepin
18743	2 ML dexmedetomidine 0.1 MG/ML Injection [Precedex]
18744	0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML Prefilled Syringe [Fluvir...
18745	doxepin hydrochloride 50 MG/ML Topical Cream
18746	amlodipine 10 MG / valsartan 160 MG Oral Tablet [Exforge]
18747	sumatriptan 5 MG/ACTUAT Nasal Spray [Imitrex]
18748	midazolam 1 MG/ML Injection
18749	morphine sulfate 60 MG Extended Release Oral Tablet [Morphabond]
18750	24 HR verapamil hydrochloride 100 MG Extended Release Oral Capsule [Verelan]
